env,algo,config_name,seed,final_return,best_return,auc_return,collapse,severe_collapse,degradation_ratio,walltime_s,total_steps,drift_max,drift_p95,drift_final,kl_max,kl_p95,kl_final,mu_target_max,mu_target_p95,value_ev_mean,value_ev_final,value_ev_min,value_pc_loss_final,value_pc_loss_trend,pretanh_sat_max,pretanh_sat_final,log_std_mean_final,frac_std_at_min_final,frac_std_at_max_final
likelihood_vs_natural,?,likelihood_exp03,1,-7.84,-7.23,-7.86,0,0,1.084,612.3,1007616,0.010543852113187313,0.006909754220396276,0.0030817396473139524,9.322166442871094e-05,3.9458274841308594e-05,8.52346420288086e-06,24.789684295654297,17.549348258972167,-0.7383055958321424,-0.6556534767150879,-1.393134355545044,0.053428396582603455,0.20844409175358164,0.07234700520833333,0.06960042317708333,-0.01935245841741562,0.0,0.03564453125
likelihood_vs_natural,?,likelihood_exp03,2,-11.44,-9.34,-10.86,0,0,1.225,604.5,1007616,0.0066483765840530396,0.004571445379406213,0.002037514466792345,6.324052810668945e-05,3.314018249511717e-05,3.337860107421875e-05,25.694551467895508,20.87208919525146,-0.4424208761230717,-0.6757862567901611,-0.8724803924560547,0.041756123304367065,0.17340728525028531,0.07328287760416667,0.06719970703125,-0.016600336879491806,0.0,0.0322265625
likelihood_vs_natural,?,likelihood_exp03,3,-13.29,-9.18,-11.87,0,0,1.448,621.9,1007616,0.005783942528069019,0.004093443602323531,0.0029532474000006914,5.0067901611328125e-05,2.4908781051635727e-05,9.000301361083984e-06,21.49396514892578,17.111202049255372,-0.2609493742144205,-0.17718124389648438,-0.8710012435913086,0.06349395215511322,0.2144405012173708,0.08612060546875,0.08612060546875,0.03845005854964256,0.0,0.0463053397834301
likelihood_vs_natural,?,likelihood_exp1,1,-7.53,-7.21,-7.53,0,0,1.044,604.9,1007616,0.025272345170378685,0.019028221815824496,0.00975378043949604,0.00038880109786987305,0.00025482177734374993,9.334087371826172e-05,26.033283233642578,19.51447963714599,-0.7452517970790707,-0.7248603105545044,-1.417001724243164,0.05108500272035599,0.1783825196715091,0.07210286458333333,0.06776936848958333,-0.021532800048589706,0.0,0.0362955741584301
likelihood_vs_natural,?,likelihood_exp1,2,-12.75,-9.5,-11.54,0,0,1.342,600.6,1007616,0.01592312939465046,0.012392724584788082,0.004134123679250479,0.0002085566520690918,0.0001586019992828369,2.1636486053466797e-05,25.694551467895508,19.209085273742673,-0.4547967639395861,-0.52961266040802,-0.8189163208007812,0.047851815819740295,0.17192090548778372,0.07198079427083333,0.06545003255208333,-0.028100889176130295,0.0,0.02880859375
likelihood_vs_natural,?,likelihood_exp1,3,-15.79,6.28,-10.41,0,0,-2.516,635.2,1007616,0.017158910632133484,0.012709545530378816,0.005162068177014589,0.00022071599960327148,0.00012605786323547358,3.063678741455078e-05,22.858970642089844,18.888842964172355,-0.23680357138315836,-0.18321192264556885,-0.8759167194366455,0.06106145307421684,0.19761124541771016,0.08622233072916667,0.08622233072916667,0.03824901580810547,0.0,0.0494791679084301
likelihood_vs_natural,?,likelihood_signed,1,-592.89,-5.66,-228.87,0,0,104.816,600.6,1007616,9.59952077151273e+16,3.768544328212718,0.0,4.61333922735691e+33,17.20957593917832,0.0,111.0,34.7111099243164,-0.7372362899586438,-0.2328956127166748,-1.3026039600372314,0.07535086572170258,0.364317193427419,1.0,1.0,-0.9713541865348816,0.5885416865348816,0.4114583432674408
likelihood_vs_natural,?,likelihood_signed,2,-779.61,-9.78,-281.23,0,0,79.723,602.0,1007616,6.79471110491734e+17,2.665995490550984,0.0,2.3087015251310365e+35,5.175927710533109,0.0,91.0,33.81224594116208,-0.5283544364014292,-0.4431326389312744,-1.5513811111450195,0.05734914913773537,0.2539220022261644,1.0,1.0,-1.0120443105697632,0.6048177480697632,0.3951823115348816
likelihood_vs_natural,?,likelihood_signed,3,-600.35,938.26,-82.37,1,1,-0.64,586.3,1007616,8.48435123916374e+18,1.0090763986110671,0.0,3.5992109397340864e+37,0.7136956155300112,0.0,69.3125,25.765783500671375,-0.08455149041927927,0.02818453311920166,-1.1692895889282227,0.012143186293542385,0.04449911359941218,1.0,1.0,-0.3333333432674408,0.3333333432674408,0.6666666865348816
likelihood_vs_natural,?,natural,1,759.37,849.23,459.78,0,0,0.894,436.7,1007616,0.1899786740541458,0.1442420795559883,0.1411418914794922,0.03263044357299805,0.02296131253242492,0.01587998867034912,18.485031127929688,15.838657474517818,-0.44678208304614553,-0.0002523660659790039,-1.1485729217529297,0.025934096425771713,0.10588637662244028,0.07210286458333333,0.022725423177083332,-0.6841951608657837,0.00016276042151730508,0.0008951823110692203
likelihood_vs_natural,?,natural,2,737.56,805.73,417.41,0,0,0.915,436.8,1007616,0.23250673711299896,0.15976002067327497,0.08749527484178543,0.04204469919204712,0.026889508962631217,0.009131431579589844,19.22866439819336,11.744632244110104,-0.7644021607996002,-2.106182098388672,-3.4300951957702637,0.018008247017860413,0.07599387742991481,0.07021077473958333,0.022481282552083332,-0.6480494141578674,0.0,0.0
likelihood_vs_natural,?,natural,3,846.05,932.09,445.73,0,0,0.908,455.5,1007616,0.25827011466026306,0.20351354777812955,0.11883863061666489,0.05675971508026123,0.03927685618400572,0.01686757802963257,16.431262969970703,13.368655300140375,-0.39504469894781347,-0.4041787385940552,-0.8539882898330688,0.038395337760448456,0.14149780414282875,0.07967122395833333,0.0609130859375,-0.732409656047821,0.0,0.0
