env,algo,config_name,seed,final_return,best_return,auc_return,collapse,severe_collapse,degradation_ratio,walltime_s,total_steps,drift_max,drift_p95,drift_final,kl_max,kl_p95,kl_final,mu_target_max,mu_target_p95,value_ev_mean,value_ev_final,value_ev_min,value_pc_loss_final,value_pc_loss_trend,pretanh_sat_max,pretanh_sat_final,log_std_mean_final,frac_std_at_min_final,frac_std_at_max_final
halfcheetah,pc_actor_critic,halfcheetah_pc_actor_critic_adam_tanh_ts10_bench_mt10_stdglobal,1,-1348.08,1473.82,179.22,1,1,-0.915,452.4,1007616,7.048852920532227,5.809443569183347,5.485654354095459,85.14567565917969,67.20720443725585,67.63529205322266,129.37957763671875,107.90128021240233,0.3230806249913161,-0.14859843254089355,-1.4802441596984863,0.039422668516635895,0.17973262462920409,0.6741943359375,0.6741943359375,-2.0,1.0,0.0
halfcheetah,pc_actor_critic,halfcheetah_pc_actor_critic_adam_tanh_ts10_bench_mt10_stdglobal,2,-580.17,2858.94,128.49,1,1,-0.203,461.8,1007616,4.323766231536865,2.6730229616165158,0.24311818182468414,39.07252883911133,16.225795936584472,0.10588634014129639,246.55047607421875,146.26428680419914,0.2368506324000475,0.7734431028366089,-5.900481224060059,0.013517968356609344,0.10817765843797458,1.0,0.7199300130208334,-1.0178841352462769,0.0,0.1666666716337204
halfcheetah,pc_actor_critic,halfcheetah_pc_actor_critic_adam_tanh_ts10_bench_mt10_stdglobal,3,-11.42,453.66,-234.9,1,1,-0.025,465.3,1007616,3.5916028022766113,2.608755850791931,1.9792673587799072,22.37199592590332,12.23406352996826,2.135300874710083,205.8560333251953,97.85906143188475,0.33391179253415365,0.9296659231185913,-2.1198511123657227,0.022009463980793953,0.09362235485487741,0.9144694010416666,0.12343343098958333,-0.8778209090232849,0.1666666716337204,0.0
halfcheetah,pc_actor_critic,halfcheetah_pc_actor_critic_adam_tanh_ts10_bench_mt20_stdglobal,1,527.69,787.26,-141.65,1,0,0.67,447.2,1007616,3.127744436264038,2.426152944564819,0.6571530103683472,17.248117446899414,8.879701042175292,0.6129320859909058,99.54651641845703,81.88202514648437,0.1518110196764876,0.0717039704322815,-0.8096290826797485,0.027920618653297424,0.06425092478800394,0.34515380859375,0.008829752604166666,-1.8743505477905273,0.0,0.0
halfcheetah,pc_actor_critic,halfcheetah_pc_actor_critic_adam_tanh_ts10_bench_mt20_stdglobal,2,-1835.9,90.5,-542.79,0,0,-20.286,472.9,1007616,16.602746963500977,8.747740125656117,0.07464394718408585,398.576171875,140.61469268798794,0.09230285882949829,254.67689514160156,162.1167282104492,0.5575321307027243,0.6234229803085327,-2.4353673458099365,0.014821741729974747,0.0800538705955822,0.88037109375,0.8785807291666666,-1.2645868062973022,0.0,0.1666666716337204
halfcheetah,pc_actor_critic,halfcheetah_pc_actor_critic_adam_tanh_ts10_bench_mt20_stdglobal,3,-487.94,882.64,70.89,1,1,-0.553,480.5,1007616,4.978809356689453,3.2460736513137816,2.4688193798065186,39.934043884277344,16.175091552734372,7.752439498901367,293.039794921875,157.32514648437498,0.6617758114163469,0.8508991003036499,-1.2290184497833252,0.012655127793550491,0.054820583780251377,0.6144205729166666,0.6144205729166666,-1.4141566753387451,0.6666666865348816,0.0
halfcheetah,pc_actor_critic,halfcheetah_pc_actor_critic_adam_tanh_ts10_bench_mt40_stdglobal,1,-499.23,902.46,-287.46,1,1,-0.553,455.3,1007616,7.0806498527526855,3.9112571954727158,0.2104317545890808,93.93145751953125,21.84948139190673,0.048650920391082764,155.6652374267578,98.90671081542966,0.16013984466955913,0.6350154876708984,-1.5841963291168213,0.022628210484981537,0.09695481076630504,0.8977457682291666,0.6858723958333334,-1.1882789134979248,0.0,0.1666666716337204
halfcheetah,pc_actor_critic,halfcheetah_pc_actor_critic_adam_tanh_ts10_bench_mt40_stdglobal,2,-589.42,188.57,-400.7,0,0,-3.126,447.8,1007616,10.260514259338379,4.309007644653319,0.052233535796403885,219.30398559570312,42.795238113403315,0.08774280548095703,236.75698852539062,136.45807647705075,0.1676077207898706,0.4799286723136902,-9.44797134399414,1.7665386621956713e-05,0.00015924499406567112,1.0,1.0,-1.6267526149749756,0.0,0.0
halfcheetah,pc_actor_critic,halfcheetah_pc_actor_critic_adam_tanh_ts10_bench_mt40_stdglobal,3,-483.12,129.86,-422.58,0,0,-3.72,431.3,1007616,11.489317893981934,5.112010622024535,0.21251553297042847,196.28396606445312,42.44164085388178,0.14528608322143555,155.08644104003906,132.3412658691406,0.2353633443514506,0.3167520761489868,-2.319119453430176,0.01196498703211546,0.05226509096728397,0.8221028645833334,0.46856689453125,-1.1476805210113525,0.0,0.0
halfcheetah,pc_actor_critic,halfcheetah_pc_actor_critic_adam_tanh_ts10_bench_mt80_stdglobal,1,-425.0,-3.72,-359.52,0,0,114.221,460.2,1007616,10.239788055419922,5.56926393508911,0.5228387713432312,102.50192260742188,27.053343582153296,0.46921592950820923,123.58210754394531,92.9382972717285,0.24309376100214516,0.7106258273124695,-1.1035797595977783,0.019695885479450226,0.14843421046564872,0.6791585286458334,0.4740804036458333,-1.1122276782989502,0.0,0.1666666716337204
